idx,dp_HPWL,time
479,467172.0,6.722492218017578
480,4805493.0,13.753982067108154
481,4663028.0,13.504927396774292
482,6333722.0,15.049697160720825
483,5257017.0,14.13992190361023
484,1385000.0,7.122578144073486
485,1829806.0,9.678886413574219
486,848970.0,6.970078229904175
487,3109533.0,10.826489210128784
488,3674206.0,12.112353801727295
489,2941793.0,11.06403398513794
490,983402.0,7.716360569000244
491,1089734.0,7.71689772605896
492,2009852.0,8.766569137573242
493,2085494.0,9.120344877243042
494,1297883.0,7.2618727684021
495,1036252.0,7.995648145675659
496,4626266.0,13.539142847061157
497,1700936.0,9.026517391204834
498,2386221.0,9.574333906173706
499,3257659.0,11.53003740310669
